Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
CobaltShift609,Healthcare,Subscription,Medium,601248,75,13,A Subscription healthcare platform serving medium subscribers.,95,1,26.939053,32.805367,39.524075,28.045009,31.893698,10
VortexLabs,Healthcare,Direct Sales,Large,1939456,93,15,A technology-driven Direct Sales platform focused on large healthcare operations.,95,1,27.679145,34.192833,34.19837,29.144283,39.599053,10
CobaltForge67,Transportation,Freemium,Medium,53760,7,0,A Freemium transportation platform serving medium users.,62,1,41.09809,45.811331,46.560072,46.028102,41.597281,43
SolarDrive5116,Healthcare,B2B,Large,6915797,129,25,A scalable healthcare solution targeting large businesses.,95,1,30.727249,32.694711,32.136089,27.079975,40.210342,10
MeridianSystems521,Other,Other,Medium,43821,1,1,A Other digital services platform serving medium customers.,46,0,55.26978,53.4751,46.046849,49.267502,46.733292,59
PixelFlow762,Food & Beverage,Freemium,Small,428545,43,8,An AI-powered Freemium food and beverage solution for small users.,87,1,35.465084,39.908362,36.499506,38.866067,36.476948,18
MeridianDynamo7273,SaaS,B2B,Large,942477,119,17,An AI-powered B2B software solution for large businesses.,95,1,24.299775,29.872414,37.082469,27.747379,36.610255,10
MeridianShift909,Other,B2B,Medium,111152,7,3,A digital digital services platform using a B2B model for medium businesses.,73,1,33.708973,37.941073,45.613954,44.848907,42.296485,32
MeridianStack709,E-commerce,B2B,Medium,1647970,93,5,A scalable e-commerce solution targeting medium businesses.,95,1,23.450922,37.432731,33.86657,27.781809,34.486433,10
QuantumSync5949,Transportation,Advertising,Large,157751,10,6,A modern transportation venture delivering solutions for large audiences.,76,1,33.61575,41.724778,39.250635,40.575734,44.456109,29
RaptorCascade7159,Education,Subscription,Large,1153229,60,10,A scalable education solution targeting large subscribers.,95,1,26.921575,31.472237,37.184732,33.114187,36.64436,10
OrionLogic2774,Healthcare,Subscription,Large,1303246,61,15,A technology-driven Subscription platform focused on large healthcare operations.,95,1,23.533597,28.519956,39.900266,28.923636,31.393265,10
NovaPulse6809,E-commerce,Direct Sales,Large,1149826,37,10,A modern e-commerce venture delivering solutions for large business customers.,95,1,28.251708,29.872756,40.835703,33.862641,40.96693,10
RaptorByte466,Other,C2C,Small,63817,2,0,A digital digital services platform using a C2C model for small individual users.,52,1,52.171043,45.855033,48.864604,48.484319,41.965658,53
OmegaLabs,Technology,SaaS,Large,296648,38,12,A SaaS technology platform serving large organizations.,95,1,27.947535,37.684545,31.337351,36.227253,33.53796,10
VectorSync3487,Other,B2C,Small,68245,7,2,An AI-powered B2C digital services solution for small consumers.,63,1,39.35115,48.942268,40.340852,49.484797,43.418839,42
EchoVision2858,E-commerce,SaaS,Large,6833196,94,17,A modern e-commerce venture delivering solutions for large organizations.,95,1,31.051241,34.674948,31.591246,34.597034,38.338022,10
CosmicTech2609,Food & Beverage,Freemium,Small,56791,3,3,A technology-driven Freemium platform focused on small food and beverage operations.,67,1,38.214127,38.558873,42.05796,38.441254,36.627309,38
CrimsonCascade4170,Transportation,Other,Small,46666,4,0,A modern transportation venture delivering solutions for small customers.,54,1,51.333711,50.174779,46.153813,47.924355,42.939847,51
MeridianLabs741,Energy,Subscription,Large,2798880,174,20,An AI-powered Subscription energy solution for large subscribers.,95,1,23.982683,34.779028,34.571059,29.920485,31.79293,10
OrionDrive2975,Other,B2C,Medium,69127,6,0,A B2C digital services platform serving medium consumers.,58,1,46.425449,50.468034,49.701216,43.686004,43.042138,47
HyperPath1720,E-commerce,Marketplace,Large,339547,46,10,A modern e-commerce venture delivering solutions for large buyers and sellers.,90,1,29.704544,33.674193,34.955852,36.435722,35.76752,15
NimbusLogic4135,SaaS,B2B,Medium,542546,86,6,A modern software venture delivering solutions for medium businesses.,95,1,30.338511,29.079624,40.219162,34.576416,34.306075,10
VectorLogic6071,Agriculture,Advertising,Medium,54024,5,2,A digital agriculture platform using a Advertising model for medium audiences.,65,1,44.737522,44.138346,41.473345,42.531022,42.688072,40
CyberVision8880,Finance,Advertising,Small,80513,6,2,A modern financial venture delivering solutions for small audiences.,65,1,42.527189,40.547425,47.260853,48.418495,43.762846,40
AstraNest2725,E-commerce,Other,Large,161887,34,4,A scalable e-commerce solution targeting large customers.,75,1,38.564426,42.20089,38.474284,37.750017,35.201959,30
Orion Wave,Agriculture,Freemium,Small,41438,1,4,A modern agriculture venture delivering solutions for small users.,56,1,42.590041,44.129059,42.264859,46.48132,41.769719,49
SilverNest340,Retail,Freemium,Medium,58981,7,2,An AI-powered Freemium retail solution for medium users.,64,1,46.484805,48.573777,41.619802,41.245114,39.663464,41
SpectraBridge7846,Agriculture,C2C,Medium,29439,1,1,A scalable agriculture solution targeting medium individual users.,49,0,46.246862,49.00483,51.169377,48.587176,47.788198,56
HyperStack,Technology,Marketplace,Medium,250505,45,5,A Marketplace technology platform serving medium buyers and sellers.,88,1,35.185102,30.839729,38.85072,32.519666,38.493651,17
CyberCascade6987,Retail,C2C,Medium,49884,4,4,A technology-driven C2C platform focused on medium retail operations.,57,1,41.928607,41.110491,41.595817,49.932865,42.299934,48
RubyShift8102,Real Estate,Advertising,Medium,48173,1,0,An AI-powered Advertising real estate solution for medium audiences.,49,0,54.106457,46.061261,45.243887,46.899795,49.090783,56
TitanVision614,Technology,Subscription,Large,418413,38,6,A modern technology venture delivering solutions for large subscribers.,95,1,30.081802,28.815054,39.050661,34.920698,31.810493,10
VertexCascade170,E-commerce,SaaS,Medium,272617,54,6,A scalable e-commerce solution targeting medium organizations.,95,1,23.633576,35.027879,33.29337,27.232536,38.182136,10
Crimson-Byte,Agriculture,C2C,Medium,30881,2,0,A technology-driven C2C platform focused on medium agriculture operations.,49,0,52.516226,44.501903,44.42458,47.358919,46.933045,56
HyperEdge,Real Estate,Other,Medium,60367,3,1,A technology-driven Other platform focused on medium real estate operations.,57,1,44.42184,43.904164,45.482153,45.038831,44.962065,48
VortexLogic,Energy,Subscription,Large,5906342,71,21,A modern energy venture delivering solutions for large subscribers.,95,1,22.846655,34.270702,32.727702,27.273656,34.518228,10
VertexX941,Healthcare,Marketplace,Large,472209,50,3,A digital healthcare platform using a Marketplace model for large buyers and sellers.,90,1,33.403517,32.19023,34.346996,34.308674,37.687747,15
OmegaSync395,Other,Franchise,Medium,427854,6,3,A digital digital services platform using a Franchise model for medium franchise operators.,74,1,38.92095,41.573263,42.288135,36.88342,40.291512,31
Neon-Core,Healthcare,B2C,Medium,490465,46,4,A technology-driven B2C platform focused on medium healthcare operations.,87,1,28.635316,35.982466,34.557489,35.88612,40.400458,18
StellarSystems8759,Food & Beverage,C2C,Medium,46536,4,3,A digital food and beverage platform using a C2C model for medium individual users.,60,1,49.015856,48.614058,41.794817,45.507401,38.06186,45
FusionX106,E-commerce,B2B,Large,1382437,66,5,A B2B e-commerce platform serving large businesses.,95,1,26.289349,33.680035,38.598237,29.762444,35.073518,10
RubyLink770,Energy,Subscription,Large,6779659,201,13,A scalable energy solution targeting large subscribers.,95,1,31.160847,34.896915,36.881737,31.968807,36.12265,10
Pulse Ignite,Healthcare,Subscription,Large,6549365,333,12,A modern healthcare venture delivering solutions for large subscribers.,95,1,25.511322,28.979806,37.042269,35.73838,40.9733,10
MeteorX7155,Retail,Advertising,Medium,96538,3,2,A scalable retail solution targeting medium audiences.,63,1,39.454155,41.028752,46.297065,45.365196,46.098807,42
RaptorLink,Finance,B2C,Medium,36033,2,1,A scalable financial solution targeting medium consumers.,50,1,48.599258,49.095355,51.579165,51.671464,42.214983,55
PrimeShift500,Agriculture,B2C,Medium,50856,1,3,An AI-powered B2C agriculture solution for medium consumers.,60,1,47.747093,41.464177,41.061092,44.396027,42.910856,45
Fusion-Byte,Real Estate,B2C,Small,39313,4,3,An AI-powered B2C real estate solution for small consumers.,59,1,47.367604,48.221505,46.665154,48.893872,48.185523,46
SilverVision423,Transportation,C2C,Small,65998,3,4,A scalable transportation solution targeting small individual users.,65,1,37.77217,46.944549,44.310454,42.89952,38.711005,40
Solar Systems,Healthcare,Marketplace,Large,305220,56,5,A scalable healthcare solution targeting large buyers and sellers.,93,1,33.410381,35.102671,37.961978,29.345516,39.618916,12
CosmicPath,Agriculture,Other,Medium,64854,3,0,A modern agriculture venture delivering solutions for medium customers.,58,1,45.895904,41.79958,41.189208,51.621327,38.539363,47
FusionPath,Energy,SaaS,Large,9058271,367,22,A digital energy platform using a SaaS model for large organizations.,95,1,31.203191,29.588903,38.184196,29.157296,36.373981,10
Nimbus-Cascade,Other,Advertising,Medium,41733,2,1,A technology-driven Advertising platform focused on medium digital services operations.,48,0,46.31366,52.444848,45.554751,53.594543,49.1526,57
NovaCascade88,Finance,C2C,Small,19040,1,0,A technology-driven C2C platform focused on small financial operations.,49,0,50.22434,53.287763,49.195348,47.407276,44.56037,56
AtlasDynamo372,E-commerce,B2B,Large,8936388,303,15,A technology-driven B2B platform focused on large e-commerce operations.,95,1,25.383175,35.730829,39.410448,28.120202,33.107386,10
HyperEdge573,SaaS,Direct Sales,Large,414025,61,7,An AI-powered Direct Sales software solution for large business customers.,95,1,22.907245,35.276915,37.579884,29.347803,37.405766,10
PrimeWave4230,Real Estate,Other,Medium,187353,34,5,A technology-driven Other platform focused on medium real estate operations.,72,1,38.373583,42.970002,45.175016,38.028622,42.112929,33
VectorFlow1978,Finance,Franchise,Medium,151335,4,8,A scalable financial solution targeting medium franchise operators.,76,1,37.945454,38.675428,39.592738,44.275028,35.289794,29
RubyTech861,Retail,Advertising,Medium,49951,7,4,A digital retail platform using a Advertising model for medium audiences.,58,1,47.618586,49.367876,49.692207,48.930114,42.414527,47
PrimeTech6228,Food & Beverage,B2C,Small,72434,7,3,A technology-driven B2C platform focused on small food and beverage operations.,66,1,37.549024,44.59456,46.167211,41.71286,41.350336,39
PulsePulse7820,Finance,Freemium,Medium,235124,26,5,A technology-driven Freemium platform focused on medium financial operations.,81,1,31.099082,34.801711,42.52415,35.13713,40.000642,24
Vortex-Vision,Manufacturing,B2B,Large,178273,35,7,A modern manufacturing venture delivering solutions for large businesses.,88,1,29.37394,35.509773,38.991161,37.66344,35.500768,17
RaptorHub293,Technology,B2B,Medium,432461,61,11,A technology-driven B2B platform focused on medium technology operations.,95,1,24.078084,32.311381,38.709661,28.52561,31.386015,10
Quantum Dynamo,Food & Beverage,Other,Small,72835,4,0,A Other food and beverage platform serving small customers.,59,1,42.436149,50.22256,42.842839,48.644615,48.17337,46
StellarForge,Manufacturing,Direct Sales,Large,1729802,61,10,A scalable manufacturing solution targeting large business customers.,95,1,26.731236,31.338316,36.646167,36.074999,33.796573,10
Ruby Flow,E-commerce,Direct Sales,Medium,919393,53,5,A scalable e-commerce solution targeting medium business customers.,93,1,30.977608,32.962951,35.666926,29.226956,37.003996,12
VortexBridge5790,Agriculture,Freemium,Small,61245,5,4,A Freemium agriculture platform serving small users.,66,1,37.643977,44.513008,47.344278,41.45356,41.429407,39
Vector-Drive,Real Estate,Advertising,Small,22604,1,1,A digital real estate platform using a Advertising model for small audiences.,49,0,49.559975,50.93812,50.936922,49.071331,47.030921,56
OmegaByte2700,Manufacturing,Franchise,Large,349828,39,4,A Franchise manufacturing platform serving large franchise operators.,84,1,28.639528,37.799978,38.966544,31.83994,41.820781,21
StellarLink5499,Education,B2B,Medium,541325,61,12,A digital education platform using a B2B model for medium businesses.,95,1,26.861903,36.536034,35.596056,30.257147,35.596691,10
CobaltForge502,SaaS,B2B,Medium,1961675,76,15,A digital software platform using a B2B model for medium businesses.,95,1,25.679805,29.806556,36.838139,27.471803,31.150885,10
Zenith Sphere,E-commerce,SaaS,Large,386221,53,10,A digital e-commerce platform using a SaaS model for large organizations.,95,1,27.343171,35.15524,40.152162,29.751567,36.448223,10
Raptor Rise,Transportation,B2C,Medium,348163,12,9,A technology-driven B2C platform focused on medium transportation operations.,81,1,38.700768,33.921271,37.927273,34.341604,40.048911,24
SpectraCore,Transportation,C2C,Medium,51907,7,0,A digital transportation platform using a C2C model for medium individual users.,60,1,49.855087,46.542289,48.848063,48.017018,44.279305,45
Crimson Labs,Retail,Marketplace,Medium,372297,40,6,A digital retail platform using a Marketplace model for medium buyers and sellers.,86,1,30.345878,38.498508,34.554093,30.848925,39.614789,19
SolarSync691,Retail,C2C,Medium,81973,5,0,A scalable retail solution targeting medium individual users.,57,1,50.57957,48.117046,42.987199,50.595379,43.858399,48
ZenithLink,Energy,SaaS,Medium,1032112,45,10,A SaaS energy platform serving medium organizations.,95,1,24.182822,34.567343,32.457782,29.346807,38.351849,10
Lunar-Wave,Retail,Freemium,Medium,82345,3,4,An AI-powered Freemium retail solution for medium users.,64,1,47.651087,42.176773,40.955617,40.910356,42.851499,41
Vertex-Logic,Real Estate,Advertising,Medium,96574,6,1,A scalable real estate solution targeting medium audiences.,59,1,40.61665,47.573573,46.261015,48.29409,41.78783,46
ZenithIgnite529,Finance,C2C,Medium,108264,11,8,A modern financial venture delivering solutions for medium individual users.,74,1,34.060745,44.990266,44.842545,40.832105,37.028791,31
NeonByte1606,Finance,Other,Small,474037,14,7,A scalable financial solution targeting small customers.,78,1,40.622894,37.149386,44.376255,35.980747,37.268444,27
StellarDynamo537,E-commerce,Marketplace,Medium,982457,94,13,A modern e-commerce venture delivering solutions for medium buyers and sellers.,95,1,25.856542,32.425641,40.312976,36.343744,31.772802,10
NovaTech6992,Energy,Direct Sales,Medium,306281,7,8,An AI-powered Direct Sales energy solution for medium business customers.,88,1,34.406017,34.592203,39.016188,31.369705,33.564522,17
LunarVision511,Healthcare,Subscription,Large,8902841,315,21,A Subscription healthcare platform serving large subscribers.,95,1,27.230204,35.289398,40.410436,36.863843,39.26644,10
StellarWorks8832,Healthcare,Marketplace,Medium,1827675,31,15,A technology-driven Marketplace platform focused on medium healthcare operations.,95,1,30.71287,29.55454,35.503736,34.096217,36.225681,10
NexusShift5097,Energy,B2B,Large,4750856,342,23,A B2B energy platform serving large businesses.,95,1,24.732311,30.382579,36.690836,35.721582,33.778969,10
Omega-Systems,Healthcare,Direct Sales,Large,1998545,16,15,A modern healthcare venture delivering solutions for large business customers.,95,1,25.239947,37.821071,34.017988,27.889536,35.040066,10
RaptorEdge447,Technology,B2B,Medium,1505104,48,7,A digital technology platform using a B2B model for medium businesses.,95,1,29.654676,38.254208,34.829444,27.129964,34.721456,10
NovaSync488,Energy,Direct Sales,Large,632559,18,14,A Direct Sales energy platform serving large business customers.,95,1,28.032695,30.598532,37.54994,28.845946,40.707366,10
Vertex-Pulse,Agriculture,Other,Medium,96968,39,4,A technology-driven Other platform focused on medium agriculture operations.,68,1,37.562229,44.600458,45.495936,43.293448,39.045053,37
Vector-X,Food & Beverage,Freemium,Medium,66527,2,0,A modern food and beverage venture delivering solutions for medium users.,57,1,45.590576,48.516893,44.738333,46.335231,43.918584,48
NeonStack5379,Transportation,Advertising,Medium,472272,5,5,A scalable transportation solution targeting medium audiences.,76,1,38.335858,42.785944,45.000079,34.877224,42.687981,29
HyperWorks69,Finance,C2C,Medium,37054,1,1,A technology-driven C2C platform focused on medium financial operations.,49,0,52.238781,53.119003,46.331369,54.544703,41.3112,56
ZenithSync4613,Finance,C2C,Small,28921,2,1,An AI-powered C2C financial solution for small individual users.,49,0,49.512179,47.893339,43.343702,49.139716,43.265379,56
AtlasLogic894,Healthcare,Subscription,Large,7265756,292,12,A modern healthcare venture delivering solutions for large subscribers.,95,1,30.91526,33.737293,31.924934,31.313159,33.792342,10
FusionNest803,Retail,Other,Small,10477,1,0,A scalable retail solution targeting small customers.,46,0,48.980366,49.355853,46.712134,51.340825,45.329875,59
RaptorRise8529,Other,Subscription,Large,419732,12,7,A technology-driven Subscription platform focused on large digital services operations.,85,1,30.063962,33.560516,40.022714,37.350917,35.235072,20
LunarStack979,E-commerce,Subscription,Large,573020,44,9,A Subscription e-commerce platform serving large subscribers.,95,1,23.644656,36.036533,39.03728,32.416306,36.414363,10
RubyGrid3042,Agriculture,Freemium,Medium,96614,1,4,A digital agriculture platform using a Freemium model for medium users.,61,1,40.895105,48.125061,43.423196,42.874781,42.071813,44
Vortex Nest,SaaS,B2B,Large,3672000,294,13,A B2B software platform serving large businesses.,95,1,23.941175,30.975537,35.327009,29.236129,33.571105,10
FusionIgnite6986,Transportation,Advertising,Medium,30595,2,2,A modern transportation venture delivering solutions for medium audiences.,56,1,46.94685,48.458221,45.70414,52.515235,39.691735,49
FusionIgnite2879,Healthcare,Subscription,Large,5573104,293,11,An AI-powered Subscription healthcare solution for large subscribers.,95,1,27.616574,32.359525,33.197228,27.242144,31.165859,10
NimbusGrid992,Manufacturing,Direct Sales,Medium,580468,59,5,A scalable manufacturing solution targeting medium business customers.,94,1,30.013015,34.611193,37.747548,29.993289,37.146698,11
Pixel Ignite,Retail,Advertising,Medium,99697,1,3,A technology-driven Advertising platform focused on medium retail operations.,58,1,44.285333,50.045867,40.784464,51.507036,48.198104,47
FusionX441,Real Estate,B2C,Small,99399,1,0,An AI-powered B2C real estate solution for small consumers.,54,1,52.651833,50.592225,45.061099,52.269208,41.677379,51
AeroWave,Transportation,Other,Medium,38650,6,2,A technology-driven Other platform focused on medium transportation operations.,59,1,43.920535,50.275729,42.632899,44.461526,45.91134,46
Stellar Systems,Education,SaaS,Large,330804,8,6,A scalable education solution targeting large organizations.,93,1,31.49283,32.444561,39.96857,33.23907,37.849176,12
PulseVision338,Finance,C2C,Medium,96376,3,1,A C2C financial platform serving medium individual users.,59,1,49.273116,44.56267,41.602003,50.02743,43.934214,46
PrimeSystems5579,Technology,B2B,Large,8510997,477,25,An AI-powered B2B technology solution for large businesses.,95,1,31.931117,34.360222,32.244071,30.111544,38.864234,10
Silver X,Retail,B2C,Small,89439,6,1,An AI-powered B2C retail solution for small consumers.,58,1,43.90415,48.989042,49.68305,46.213472,46.587871,47
SilverSync,Healthcare,B2B,Medium,879484,30,15,An AI-powered B2B healthcare solution for medium businesses.,95,1,24.918871,32.5359,38.838742,28.791907,34.357676,10
PrimeSync391,Food & Beverage,B2C,Small,34149,4,4,An AI-powered B2C food and beverage solution for small consumers.,61,1,42.65543,49.2158,44.699514,43.775375,40.951392,44
AstraLabs693,Technology,B2B,Large,1019533,449,10,A scalable technology solution targeting large businesses.,95,1,26.283832,31.16814,34.261172,31.269152,37.888574,10
VortexTech7907,Finance,Freemium,Small,99670,2,1,A scalable financial solution targeting small users.,56,1,44.407068,47.138639,48.437145,44.571266,45.899595,49
Quantum Hub,Finance,Other,Small,221762,32,3,A digital financial platform using a Other model for small customers.,78,1,37.270675,37.102988,41.426757,43.767654,39.543602,27
Atlas-Cascade,Education,Freemium,Medium,458003,14,7,A Freemium education platform serving medium users.,84,1,36.270005,38.988742,41.684503,32.284279,42.251347,21
NimbusFlow7592,Other,C2C,Medium,26945,2,0,A technology-driven C2C platform focused on medium digital services operations.,47,0,48.17716,47.456217,50.073266,49.542394,45.107269,58
SilverShift4824,Technology,SaaS,Medium,513982,23,5,A technology-driven SaaS platform focused on medium technology operations.,95,1,26.391382,37.36555,34.453219,28.755843,32.365305,10
NexusLogic121,Finance,Advertising,Medium,65143,6,4,A technology-driven Advertising platform focused on medium financial operations.,65,1,38.309424,47.460382,46.170881,45.069237,44.729113,40
VectorVision,Energy,Other,Large,241791,42,3,A technology-driven Other platform focused on large energy operations.,83,1,34.391738,41.18243,36.843357,38.149329,41.557851,22
TitanStack1663,Retail,Freemium,Medium,228649,14,4,A scalable retail solution targeting medium users.,74,1,33.483495,36.849979,44.552846,35.688484,43.328522,31
SolarForge4894,Technology,B2B,Medium,1855790,17,12,A technology-driven B2B platform focused on medium technology operations.,95,1,28.310099,34.191483,36.878694,34.774921,37.938134,10
Pixel Cascade,Real Estate,C2C,Small,25307,2,1,A digital real estate platform using a C2C model for small individual users.,48,0,48.424105,51.796092,49.938143,54.302441,48.782149,57
Zenith-Wave,Finance,Other,Medium,80720,7,0,An AI-powered Other financial solution for medium customers.,58,1,44.301012,46.259645,48.039189,45.41173,48.22775,47
FusionEdge5052,Finance,C2C,Small,87988,2,1,A scalable financial solution targeting small individual users.,54,1,49.093292,50.744784,47.958247,44.003702,46.762276,51
NexusFlow921,Other,Freemium,Medium,93924,2,0,A scalable digital services solution targeting medium users.,54,1,45.367162,49.80774,43.95966,44.539498,46.193576,51
VertexLink9313,Other,C2C,Small,11868,2,1,A C2C digital services platform serving small individual users.,47,0,50.540996,44.507811,52.31955,51.779349,46.558496,58
Zenith Dynamo,Energy,SaaS,Large,4908650,217,15,An AI-powered SaaS energy solution for large organizations.,95,1,26.290727,31.91232,32.779536,27.83715,36.178752,10
RaptorEdge5034,Education,Other,Medium,496706,8,8,A Other education platform serving medium customers.,81,1,36.109709,38.666531,44.587281,39.867479,42.396136,24
PulseSystems581,Healthcare,B2B,Large,1554395,43,6,A digital healthcare platform using a B2B model for large businesses.,95,1,22.775351,29.002987,32.416,33.554124,40.11298,10
NexusShift1194,Agriculture,B2G,Small,259082,23,3,A technology-driven B2G platform focused on small agriculture operations.,82,1,31.021085,41.357824,36.621004,38.966269,34.120084,23
TerraWave921,Finance,C2C,Medium,40860,1,4,A C2C financial platform serving medium individual users.,54,1,46.284077,47.162368,47.310246,46.634607,43.722696,51
SilverIgnite6094,Retail,Freemium,Small,139997,47,9,A scalable retail solution targeting small users.,79,1,31.352458,37.532974,38.876865,33.719261,39.670323,26
SpectraFlow3897,Finance,C2C,Medium,36590,3,3,An AI-powered C2C financial solution for medium individual users.,59,1,50.139994,45.685784,40.70114,42.090745,45.987061,46
AeroLabs286,Retail,C2C,Medium,88269,7,2,A scalable retail solution targeting medium individual users.,62,1,45.18207,45.648714,47.860956,41.662185,47.514211,43
EchoShift6245,Manufacturing,Franchise,Small,278909,36,4,A Franchise manufacturing platform serving small franchise operators.,84,1,34.330053,41.810445,39.689452,39.641924,38.673777,21
Pulse-X,E-commerce,C2C,Small,320091,41,8,An AI-powered C2C e-commerce solution for small individual users.,86,1,29.385975,40.453321,38.359341,33.695114,41.479472,19
AstraFlow442,Energy,B2B,Large,7973060,111,11,A scalable energy solution targeting large businesses.,95,1,26.887099,31.467393,38.930305,30.607809,34.643111,10
CrimsonPath699,Food & Beverage,Freemium,Medium,56343,2,0,A modern food and beverage venture delivering solutions for medium users.,57,1,50.184664,48.400593,42.980102,43.150774,42.889719,48
HyperPath831,Food & Beverage,B2G,Medium,469505,8,7,A technology-driven B2G platform focused on medium food and beverage operations.,83,1,33.440444,34.51094,44.22538,34.665333,34.856011,22
EchoDynamo2448,Real Estate,B2C,Medium,48271,2,0,A modern real estate venture delivering solutions for medium consumers.,49,0,46.671166,44.813004,45.865911,47.081393,46.815903,56
TerraHub451,Agriculture,C2C,Small,43561,5,4,A modern agriculture venture delivering solutions for small individual users.,59,1,46.958718,41.434598,48.53547,48.993988,42.269111,46
Titan Cascade,SaaS,Marketplace,Large,1334958,33,5,A scalable software solution targeting large buyers and sellers.,95,1,26.048229,30.255911,35.68097,31.597763,35.001163,10
MeteorX1163,Real Estate,Advertising,Medium,67233,3,1,A technology-driven Advertising platform focused on medium real estate operations.,59,1,42.02995,41.553102,48.73493,42.894323,46.83196,46
NovaGrid2883,Transportation,B2C,Small,90112,10,7,A digital transportation platform using a B2C model for small consumers.,71,1,40.853062,43.096951,41.021916,38.078107,40.093873,34
PulseByte35,Transportation,B2C,Large,287401,13,6,A modern transportation venture delivering solutions for large consumers.,81,1,35.667131,37.970718,43.598568,33.794204,41.093192,24
ZenithLogic385,Other,Advertising,Medium,30292,1,0,An AI-powered Advertising digital services solution for medium audiences.,48,0,51.3559,49.991539,44.779697,52.303611,45.631539,57
TitanLabs242,SaaS,Subscription,Large,7526863,90,14,A digital software platform using a Subscription model for large subscribers.,95,1,32.230138,34.513978,36.503388,28.979696,32.584513,10
VortexVision4697,Energy,B2C,Medium,461561,26,3,A modern energy venture delivering solutions for medium consumers.,85,1,32.138319,38.666614,34.957639,39.955043,41.509695,20
RaptorShift4146,Energy,B2B,Medium,1904506,96,13,A technology-driven B2B platform focused on medium energy operations.,95,1,22.641101,36.207769,40.565553,33.168784,37.812517,10
AeroShift3215,Transportation,B2C,Small,449384,45,3,A B2C transportation platform serving small consumers.,81,1,31.331703,38.291444,39.218413,35.669722,38.633841,24
Pulse-Ignite,SaaS,B2B,Large,8126613,356,13,An AI-powered B2B software solution for large businesses.,95,1,22.715285,30.751737,34.649703,28.837947,32.546937,10
CrimsonLogic,Transportation,Other,Medium,56878,2,0,A technology-driven Other platform focused on medium transportation operations.,54,1,48.444611,51.476286,46.876163,50.873252,42.655293,51
VortexForge610,Finance,Advertising,Small,111680,45,10,A scalable financial solution targeting small audiences.,80,1,39.774486,36.884535,44.404085,41.66568,42.390387,25
PulseDrive927,SaaS,Marketplace,Large,1261578,12,15,A technology-driven Marketplace platform focused on large software operations.,95,1,32.070887,37.031401,40.55967,31.943112,33.309263,10
SolarLink6999,Food & Beverage,B2C,Small,41897,6,2,A digital food and beverage platform using a B2C model for small consumers.,61,1,46.088206,44.259937,40.609017,49.342618,37.800559,44
CobaltByte640,Retail,B2B,Large,411327,6,7,A technology-driven B2B platform focused on large retail operations.,83,1,31.630274,32.628658,38.067273,32.815377,40.870769,22
EchoPulse718,Technology,B2B,Large,7742647,421,11,A technology-driven B2B platform focused on large technology operations.,95,1,29.376264,28.559424,32.813695,28.410118,38.909605,10
CosmicIgnite975,Manufacturing,Freemium,Medium,307334,27,4,A scalable manufacturing solution targeting medium users.,84,1,33.932705,36.933008,42.912124,33.994612,36.026537,21
RaptorForge7701,Technology,Direct Sales,Medium,1176102,43,9,A scalable technology solution targeting medium business customers.,95,1,30.460962,28.738236,38.238912,32.450241,35.656393,10
NexusShift2916,SaaS,B2B,Large,1282806,26,8,A B2B software platform serving large businesses.,95,1,22.899561,30.062578,34.64134,33.390285,33.080107,10
AtlasSystems5699,SaaS,Direct Sales,Large,1383992,81,5,A technology-driven Direct Sales platform focused on large software operations.,95,1,32.49753,37.631833,38.934738,33.909953,38.678818,10
QuantumWorks,Healthcare,B2B,Large,1354500,136,10,A scalable healthcare solution targeting large businesses.,95,1,29.704392,33.072148,32.29414,28.733658,39.537056,10
PixelDrive363,Energy,B2B,Small,426295,31,10,An AI-powered B2B energy solution for small businesses.,95,1,31.623847,32.786902,38.394697,34.738584,36.877791,10
OrionSync9044,Retail,Freemium,Small,57442,6,0,A Freemium retail platform serving small users.,59,1,41.354778,40.679308,42.339426,44.148679,40.016504,46
MeteorNest8122,Agriculture,Advertising,Small,14455,1,0,A modern agriculture venture delivering solutions for small audiences.,50,1,49.472507,49.101351,44.084984,51.615784,47.88089,55
RubyHub9174,Education,Direct Sales,Medium,228536,51,9,A digital education platform using a Direct Sales model for medium business customers.,94,1,32.725003,36.517658,38.660507,28.499365,38.480533,11
StellarGrid164,Manufacturing,Direct Sales,Large,1300314,93,12,An AI-powered Direct Sales manufacturing solution for large business customers.,95,1,29.363629,32.48854,41.001615,29.412662,39.062348,10
CosmicWorks4150,Other,Advertising,Large,401146,40,2,A modern digital services venture delivering solutions for large audiences.,78,1,37.279365,37.226525,44.540497,36.619793,35.598208,27
SilverCascade698,Transportation,B2C,Medium,69506,6,0,A B2C transportation platform serving medium consumers.,61,1,48.782448,43.395026,42.236574,43.349547,39.158621,44
CyberLink6537,Transportation,C2C,Small,48461,1,1,A modern transportation venture delivering solutions for small individual users.,50,1,52.626699,46.112169,42.632399,54.971803,47.062498,55
PixelHub,Other,B2B,Medium,351451,6,9,A digital digital services platform using a B2B model for medium businesses.,83,1,28.848942,41.994105,43.203683,37.604681,38.699426,22
